,Unnamed: 0,ISIN,Currency,Exchange,ETF Underlying Index Ticker,Dvd Freq,Code,Type,Name,GICS Sector,GICS Ind Name,Name.1,ExchangeCode,Country
702,702,PTSNP0AE0008,EUR,PL,#N/A Field Not Applicable,Annual,SONC,Common Stock,SONAE CAPITAL SGPS SA,Industrials,Industrial Conglomerates,SONAE CAPITAL SG,LS,Portugal
703,703,PTCOR0AE0006,EUR,PL,#N/A Field Not Applicable,Annual,COR,Common Stock,CORTICEIRA AMORIM SA,Materials,Containers & Packaging,CORTICEIRA AMORI,LS,Portugal
704,704,PTIBS0AM0008,EUR,PL,#N/A Field Not Applicable,Annual,IBS,Common Stock,IBERSOL SGPS SA,Consumer Discretionary,"Hotels, Restaurants & Leisure",IBERSOL SGPS SA,LS,Portugal
705,705,PTTD10AM0000,EUR,PL,#N/A Field Not Applicable,Annual,TDSA,Common Stock,TEIXEIRA DUARTE SA,Industrials,Construction & Engineering,TEIXEIRA DUARTE,LS,Portugal
706,706,PTNBA0AM0006,EUR,PL,#N/A Field Not Applicable,Irreg,NBA,Common Stock,NOVABASE SGPS SA,Information Technology,IT Services,NOVABASE SGPS SA,LS,Portugal
707,707,PTIPR0AM0000,EUR,PL,#N/A Field Not Applicable,None,IPR,Common Stock,IMPRESA SGPS SA,Communication Services,Media,IMPRESA SGPS SA,LS,Portugal
708,708,PTCFN0AE0003,EUR,PL,#N/A Field Not Applicable,Annual,CFN,Common Stock,COFINA SGPS SA,Communication Services,Media,COFINA SGPS SA,LS,Portugal
709,709,PTFRV0AE0004,EUR,PL,#N/A Field Not Applicable,Annual,RAM,Common Stock,RAMADA INVESTIMENTOS E INDUS,Materials,Metals & Mining,RAMADA INVESTIME,LS,Portugal
710,710,PTS3P0AM0025,EUR,PL,#N/A Field Not Applicable,Annual,SONI,Common Stock,SONAE INDUSTRIA SGPS SA,Materials,Paper & Forest Products,SONAE INDUSTRIA,LS,Portugal
711,711,PTSLB0AM0010,EUR,PL,#N/A Field Not Applicable,None,SLBEN,Common Stock,SPORT LISBOA E BENFICA-FUT S,Communication Services,Entertainment,BENFICA,LS,Portugal
712,712,PTGFIBIM0004,EUR,PL,#N/A Field Not Applicable,Annual,GFIBI,Closed-End Fund,FUNDO ESPECIAL DE INV IMOB I,#N/A N/A,#N/A N/A,FUNDO-ESPEC DE I,LS,Portugal
713,713,PTAICJIM0013,EUR,PL,#N/A Field Not Applicable,None,MLRP,Closed-End Fund,RETAIL PROPERTIES SPEC FIIF,#N/A N/A,#N/A N/A,RETAIL PROP SPEC,LS,Portugal
714,714,PTMFR0AM0003,EUR,PL,#N/A Field Not Applicable,Irreg,MAR,Common Stock,MARTIFER SGPS SA,Industrials,Construction & Engineering,MARTIFER SGPS SA,LS,Portugal
715,715,PTSNC0AM0006,EUR,PL,#N/A Field Not Applicable,Annual,SNC,Common Stock,SONAECOM SGPS SA,Communication Services,Wireless Telecommunication Ser,SONAECOM SGPS SA,LS,Portugal
716,716,NL0012015705,EUR,NA,#N/A Field Not Applicable,None,TKWY,Common Stock,JUST EAT TAKEAWAY,Consumer Discretionary,Internet & Direct Marketing Re,JUST EAT TAKEAWA,AS,The Netherlands
717,717,GB0008706128,GBp,LN,#N/A Field Not Applicable,Quarter,LLOY,Common Stock,LLOYDS BANKING GROUP PLC,Financials,Banks,LLOYDS BANKING,LSE,United Kingdom
718,718,GB00BH4HKS39,GBp,LN,#N/A Field Not Applicable,Semi-Anl,VOD,Common Stock,VODAFONE GROUP PLC,Communication Services,Wireless Telecommunication Ser,VODAFONE GROUP,LSE,United Kingdom
719,719,GB0031348658,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BARC,Common Stock,BARCLAYS PLC,Financials,Banks,BARCLAYS PLC,LSE,United Kingdom
720,720,GB0007980591,GBp,LN,#N/A Field Not Applicable,Quarter,BP/,Common Stock,BP PLC,Energy,"Oil, Gas & Consumable Fuels",BP PLC,LSE,United Kingdom
721,721,JE00B4T3BW64,GBp,LN,#N/A Field Not Applicable,Semi-Anl,GLEN,Common Stock,GLENCORE PLC,Materials,Metals & Mining,GLENCORE PLC,LSE,United Kingdom
722,722,GB0005405286,GBp,LN,#N/A Field Not Applicable,Irreg,HSBA,Common Stock,HSBC HOLDINGS PLC,Financials,Banks,HSBC HOLDINGS PL,LSE,United Kingdom
723,723,GB0030913577,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BT/A,Common Stock,BT GROUP PLC,Communication Services,Diversified Telecommunication,BT GROUP PLC,LSE,United Kingdom
724,724,GB0008847096,GBP,LN,#N/A Field Not Applicable,Semi-Anl,TSCGBP,Common Stock,TESCO PLC,Consumer Staples,Food & Staples Retailing,TESCO PLC,LSE,United Kingdom
725,725,GB00B7T77214,GBp,LN,#N/A Field Not Applicable,Semi-Anl,NWG,Common Stock,NATWEST GROUP PLC,Financials,Banks,NATWEST GROUP PL,LSE,United Kingdom
726,726,GB0005603997,GBp,LN,#N/A Field Not Applicable,Semi-Anl,LGEN,Common Stock,LEGAL & GENERAL GROUP PLC,Financials,Insurance,LEGAL & GEN GRP,LSE,United Kingdom
727,727,GB0008782301,GBp,LN,#N/A Field Not Applicable,Semi-Anl,TW/,Common Stock,TAYLOR WIMPEY PLC,Consumer Discretionary,Household Durables,TAYLOR WIMPEY PL,LSE,United Kingdom
728,728,GB00BZ1G4322,GBp,LN,#N/A Field Not Applicable,Semi-Anl,MRO,Common Stock,MELROSE INDUSTRIES PLC,Industrials,Industrial Conglomerates,MELROSE INDUSTRI,LSE,United Kingdom
729,729,GB0033986497,GBp,LN,#N/A Field Not Applicable,Semi-Anl,ITV,Common Stock,ITV PLC,Communication Services,Media,ITV PLC,LSE,United Kingdom
730,730,ES0177542018,GBp,LN,#N/A Field Not Applicable,Semi-Anl,IAG,Common Stock,INTL CONSOLIDATED AIRLINE-DI,Industrials,Airlines,INTL CONS AIRLIN,LSE,United Kingdom
731,731,GB0002162385,GBp,LN,#N/A Field Not Applicable,Semi-Anl,AV/,Common Stock,AVIVA PLC,Financials,Insurance,AVIVA PLC,LSE,United Kingdom
732,732,GB00BKFB1C65,GBp,LN,#N/A Field Not Applicable,Semi-Anl,MNG,Common Stock,M&G PLC,Financials,Diversified Financial Services,M&G PLC,LSE,United Kingdom
733,733,GB00B03MM408,GBp,LN,#N/A Field Not Applicable,Quarter,RDSB,Common Stock,ROYAL DUTCH SHELL PLC-B SHS,Energy,"Oil, Gas & Consumable Fuels",ROYAL DUTCH SH-B,LSE,United Kingdom
734,734,GB00B63H8491,GBp,LN,#N/A Field Not Applicable,Semi-Anl,RR/,Common Stock,ROLLS-ROYCE HOLDINGS PLC,Industrials,Aerospace & Defense,ROLLS-ROYCE HOLD,LSE,United Kingdom
735,735,GB0006043169,GBp,LN,#N/A Field Not Applicable,Semi-Anl,MRW,Common Stock,WM MORRISON SUPERMARKETS,Consumer Staples,Food & Staples Retailing,WM MORRISON SUP,LSE,United Kingdom
736,736,GB00B019KW72,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SBRY,Common Stock,SAINSBURY (J) PLC,Consumer Staples,Food & Staples Retailing,SAINSBURY PLC,LSE,United Kingdom
737,737,GB00B03MLX29,EUR,NA,#N/A Field Not Applicable,Quarter,RDSA,Common Stock,ROYAL DUTCH SHELL PLC-A SHS,Energy,"Oil, Gas & Consumable Fuels",ROYAL DUTCH SH-A,AS,The Netherlands
738,738,GB0033195214,GBp,LN,#N/A Field Not Applicable,Semi-Anl,KGF,Common Stock,KINGFISHER PLC,Consumer Discretionary,Specialty Retail,KINGFISHER PLC,LSE,United Kingdom
739,739,GB0009252882,GBp,LN,#N/A Field Not Applicable,Quarter,GSK,Common Stock,GLAXOSMITHKLINE PLC,Health Care,Pharmaceuticals,GLAXOSMITHKLINE,LSE,United Kingdom
740,740,GB00BDR05C01,GBp,LN,#N/A Field Not Applicable,Semi-Anl,NG/,Common Stock,NATIONAL GRID PLC,Utilities,Multi-Utilities,NATIONAL GRID PL,LSE,United Kingdom
741,741,GB00BF8Q6K64,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SLA,Common Stock,STANDARD LIFE ABERDEEN PLC,Financials,Capital Markets,STANDARD LIFE AB,LSE,United Kingdom
742,742,GB0004082847,GBp,LN,#N/A Field Not Applicable,Semi-Anl,STAN,Common Stock,STANDARD CHARTERED PLC,Financials,Banks,STANDARD CHARTER,LSE,United Kingdom
743,743,GB0002634946,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BA/,Common Stock,BAE SYSTEMS PLC,Industrials,Aerospace & Defense,BAE SYSTEMS PLC,LSE,United Kingdom
744,744,GB00BH0P3Z91,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BHP,Common Stock,BHP GROUP PLC,Materials,Metals & Mining,BHP GROUP PLC,LSE,United Kingdom
745,745,GB0007099541,GBp,LN,#N/A Field Not Applicable,Semi-Anl,PRU,Common Stock,PRUDENTIAL PLC,Financials,Insurance,PRUDENTIAL PLC,LSE,United Kingdom
746,746,GB0008220112,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SMDS,Common Stock,DS SMITH PLC,Materials,Containers & Packaging,DS SMITH PLC,LSE,United Kingdom
747,747,GB00BD6K4575,GBp,LN,#N/A Field Not Applicable,Irreg,CPG,Common Stock,COMPASS GROUP PLC,Consumer Discretionary,"Hotels, Restaurants & Leisure",COMPASS GROUP,LSE,United Kingdom
748,748,GB0000811801,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BDEV,Common Stock,BARRATT DEVELOPMENTS PLC,Consumer Discretionary,Household Durables,BARRATT DEV,LSE,United Kingdom
749,749,GB0001367019,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BLND,REIT,BRITISH LAND CO PLC,Real Estate,Equity Real Estate Investment,BRIT LAND CO PLC,LSE,United Kingdom
750,750,GB00B082RF11,GBp,LN,#N/A Field Not Applicable,Irreg,RTO,Common Stock,RENTOKIL INITIAL PLC,Industrials,Commercial Services & Supplies,RENTOKIL INITIAL,LSE,United Kingdom
751,751,JE00B8KF9B49,GBp,LN,#N/A Field Not Applicable,Semi-Anl,WPP,Common Stock,WPP PLC,Communication Services,Media,WPP PLC,LSE,United Kingdom
752,752,GB00BMJ6DW54,GBp,LN,#N/A Field Not Applicable,Irreg,INF,Common Stock,INFORMA PLC,Communication Services,Media,INFORMA PLC,LSE,United Kingdom
753,753,GB0002374006,GBp,LN,#N/A Field Not Applicable,Semi-Anl,DGE,Common Stock,DIAGEO PLC,Consumer Staples,Beverages,DIAGEO PLC,LSE,United Kingdom
754,754,GB00B1XZS820,GBp,LN,#N/A Field Not Applicable,Semi-Anl,AAL,Common Stock,ANGLO AMERICAN PLC,Materials,Metals & Mining,ANGLO AMER PLC,LSE,United Kingdom
755,755,GB00B2B0DG97,GBp,LN,#N/A Field Not Applicable,Semi-Anl,REL,Common Stock,RELX PLC,Industrials,Professional Services,RELX PLC,LSE,United Kingdom
756,756,GB00BLDYK618,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SMT,Closed-End Fund,SCOTTISH MORTGAGE INV TR PLC,#N/A N/A,#N/A N/A,SCOT MORTGAGE IT,LSE,United Kingdom
757,757,GB0007908733,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SSE,Common Stock,SSE PLC,Utilities,Electric Utilities,SSE PLC,LSE,United Kingdom
758,758,GB0002875804,GBp,LN,#N/A Field Not Applicable,Quarter,BATS,Common Stock,BRITISH AMERICAN TOBACCO PLC,Consumer Staples,Tobacco,BRIT AMER TOBACC,LSE,United Kingdom
759,759,GB00BVYVFW23,GBp,LN,#N/A Field Not Applicable,Semi-Anl,AUTO,Common Stock,AUTO TRADER GROUP PLC,Communication Services,Interactive Media & Services,AUTO TRADER,LSE,United Kingdom
760,760,GB00B71N6K86,GBp,LN,#N/A Field Not Applicable,Semi-Anl,EVR,Common Stock,EVRAZ PLC,Materials,Metals & Mining,EVRAZ,LSE,United Kingdom
761,761,GB00B5ZN1N88,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SGRO,REIT,SEGRO PLC,Real Estate,Equity Real Estate Investment,SEGRO PLC,LSE,United Kingdom
762,762,GB00BDD85M81,GBp,LN,#N/A Field Not Applicable,Semi-Anl,AVST,Common Stock,AVAST PLC,Information Technology,Software,AVAST PLC,LSE,United Kingdom
763,763,GB0006776081,GBp,LN,#N/A Field Not Applicable,Semi-Anl,PSON,Common Stock,PEARSON PLC,Communication Services,Media,PEARSON PLC,LSE,United Kingdom
764,764,GB0007188757,GBp,LN,#N/A Field Not Applicable,Semi-Anl,RIO,Common Stock,RIO TINTO PLC,Materials,Metals & Mining,RIO TINTO PLC,LSE,United Kingdom
765,765,GB00BKKMKR23,GBp,LN,#N/A Field Not Applicable,Semi-Anl,RSA,Common Stock,RSA INSURANCE GROUP LTD,Financials,Insurance,RSA INSURANCE GR,LSE,United Kingdom
766,766,GB00B8C3BL03,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SGE,Common Stock,SAGE GROUP PLC/THE,Information Technology,Software,SAGE GROUP,LSE,United Kingdom
767,767,GB00BYW0PQ60,GBp,LN,#N/A Field Not Applicable,Quarter,LAND,REIT,LAND SECURITIES GROUP PLC,Real Estate,Equity Real Estate Investment,LAND SECURITIES,LSE,United Kingdom
768,768,IM00B5VQMV65,GBp,LN,#N/A Field Not Applicable,Semi-Anl,ENT,Common Stock,ENTAIN PLC,Consumer Discretionary,"Hotels, Restaurants & Leisure",ENTAIN PLC,LSE,United Kingdom
769,769,GB00B10RZP78,GBp,LN,#N/A Field Not Applicable,Quarter,ULVR,Common Stock,UNILEVER PLC,Consumer Staples,Personal Products,UNILEVER PLC,LSE,United Kingdom
770,770,GB00BGDT3G23,GBp,LN,#N/A Field Not Applicable,Semi-Anl,RMV,Common Stock,RIGHTMOVE PLC,Communication Services,Interactive Media & Services,RIGHTMOVE,LSE,United Kingdom
771,771,GB0004544929,GBp,LN,#N/A Field Not Applicable,Quarter,IMB,Common Stock,IMPERIAL BRANDS PLC,Consumer Staples,Tobacco,IMPERIAL BRANDS,LSE,United Kingdom
772,772,GB00BYX91H57,GBp,LN,#N/A Field Not Applicable,Semi-Anl,JD/,Common Stock,JD SPORTS FASHION PLC,Consumer Discretionary,Specialty Retail,JD SPORTS FASHIO,LSE,United Kingdom
773,773,GB00B39J2M42,GBp,LN,#N/A Field Not Applicable,Semi-Anl,UU/,Common Stock,UNITED UTILITIES GROUP PLC,Utilities,Water Utilities,UNITED UTILITIES,LSE,United Kingdom
774,774,GB0009223206,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SN/,Common Stock,SMITH & NEPHEW PLC,Health Care,Health Care Equipment & Suppli,SMITH & NEPHEW,LSE,United Kingdom
775,775,GB00B3MBS747,GBp,LN,#N/A Field Not Applicable,None,OCDO,Common Stock,OCADO GROUP PLC,Consumer Discretionary,Internet & Direct Marketing Re,OCADO GROUP PLC,LSE,United Kingdom
776,776,GB0009895292,GBp,LN,#N/A Field Not Applicable,Semi-Anl,AZN,Common Stock,ASTRAZENECA PLC,Health Care,Pharmaceuticals,ASTRAZENECA PLC,LSE,United Kingdom
777,777,GB00B1YW4409,GBp,LN,#N/A Field Not Applicable,Semi-Anl,III,Common Stock,3I GROUP PLC,Financials,Capital Markets,3I GROUP PLC,LSE,United Kingdom
778,778,GB0000456144,GBp,LN,#N/A Field Not Applicable,Semi-Anl,ANTO,Common Stock,ANTOFAGASTA PLC,Materials,Metals & Mining,ANTOFAGASTA PLC,LSE,United Kingdom
779,779,GB0007669376,GBp,LN,#N/A Field Not Applicable,Semi-Anl,STJ,Common Stock,ST JAMES'S PLACE PLC,Financials,Capital Markets,ST JAMES'S PLACE,LSE,United Kingdom
780,780,JE00B6T5S470,GBp,LN,#N/A Field Not Applicable,Semi-Anl,POLY,Common Stock,POLYMETAL INTERNATIONAL PLC,Materials,Metals & Mining,POLYMETAL,LSE,United Kingdom
781,781,GB00B19NLV48,GBp,LN,#N/A Field Not Applicable,Semi-Anl,EXPN,Common Stock,EXPERIAN PLC,Industrials,Professional Services,EXPERIAN PLC,LSE,United Kingdom
782,782,GB00B1CRLC47,GBp,LN,#N/A Field Not Applicable,Semi-Anl,MNDI,Common Stock,MONDI PLC,Materials,Paper & Forest Products,MONDI PLC,LSE,United Kingdom
783,783,GB0000536739,GBp,LN,#N/A Field Not Applicable,Semi-Anl,AHT,Common Stock,ASHTEAD GROUP PLC,Industrials,Trading Companies & Distributo,ASHTEAD GROUP,LSE,United Kingdom
784,784,GB00B2QPKJ12,GBp,LN,#N/A Field Not Applicable,Semi-Anl,FRES,Common Stock,FRESNILLO PLC,Materials,Metals & Mining,FRESNILLO PLC,LSE,United Kingdom
785,785,GB0031743007,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BRBY,Common Stock,BURBERRY GROUP PLC,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",BURBERRY GROUP,LSE,United Kingdom
786,786,GB00BGXQNP29,GBp,LN,#N/A Field Not Applicable,Semi-Anl,PHNX,Common Stock,PHOENIX GROUP HOLDINGS PLC,Financials,Insurance,PHOENIX GROUP HO,LSE,United Kingdom
787,787,GB0006825383,GBp,LN,#N/A Field Not Applicable,Semi-Anl,PSN,Common Stock,PERSIMMON PLC,Consumer Discretionary,Household Durables,PERSIMMON,LSE,United Kingdom
788,788,IE0001827041,EUR,ID,#N/A Field Not Applicable,Semi-Anl,CRH,Common Stock,CRH PLC,Materials,Construction Materials,CRH PLC,IR,Ireland
789,789,GB00B24CGK77,GBp,LN,#N/A Field Not Applicable,Semi-Anl,RKT,Common Stock,RECKITT BENCKISER GROUP PLC,Consumer Staples,Household Products,RECKITT BENCKISE,LSE,United Kingdom
790,790,GB00B1VZ0M25,GBp,LN,#N/A Field Not Applicable,Semi-Anl,HL/,Common Stock,HARGREAVES LANSDOWN PLC,Financials,Capital Markets,HARGREAVES LANSD,LSE,United Kingdom
791,791,GB00B18V8630,GBp,LN,#N/A Field Not Applicable,Semi-Anl,PNN,Common Stock,PENNON GROUP PLC,Utilities,Water Utilities,PENNON GRP PLC,LSE,United Kingdom
792,792,GB00BYT1DJ19,GBp,LN,#N/A Field Not Applicable,Semi-Anl,ICP,Common Stock,INTERMEDIATE CAPITAL GROUP,Financials,Capital Markets,INTERMEDIATE CAP,LSE,United Kingdom
793,793,GB0006731235,GBp,LN,#N/A Field Not Applicable,Semi-Anl,ABF,Common Stock,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,Food Products,ASSOC BRIT FOODS,LSE,United Kingdom
794,794,GB00B1WY2338,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SMIN,Common Stock,SMITHS GROUP PLC,Industrials,Industrial Conglomerates,SMITHS GRP PLC,LSE,United Kingdom
795,795,GB00B1KJJ408,GBp,LN,#N/A Field Not Applicable,Semi-Anl,WTB,Common Stock,WHITBREAD PLC,Consumer Discretionary,"Hotels, Restaurants & Leisure",WHITBREAD PLC,LSE,United Kingdom
796,796,GB00B0744B38,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BNZL,Common Stock,BUNZL PLC,Industrials,Trading Companies & Distributo,BUNZL PLC,LSE,United Kingdom
797,797,GB0004052071,GBp,LN,#N/A Field Not Applicable,Semi-Anl,HLMA,Common Stock,HALMA PLC,Information Technology,"Electronic Equipment, Instrume",HALMA PLC,LSE,United Kingdom
798,798,GB00B0LCW083,GBp,LN,#N/A Field Not Applicable,Semi-Anl,HIK,Common Stock,HIKMA PHARMACEUTICALS PLC,Health Care,Pharmaceuticals,HIKMA PHARMACEUT,LSE,United Kingdom
799,799,GB00BHJYC057,GBp,LN,#N/A Field Not Applicable,Semi-Anl,IHG,Common Stock,INTERCONTINENTAL HOTELS GROU,Consumer Discretionary,"Hotels, Restaurants & Leisure",INTERCONTINENTAL,LSE,United Kingdom
800,800,CH0198251305,GBp,LN,#N/A Field Not Applicable,None,CCH,Common Stock,COCA-COLA HBC AG-DI,Consumer Staples,Beverages,COCA-COLA HBC AG,LSE,United Kingdom
801,801,GB00B1FH8J72,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SVT,Common Stock,SEVERN TRENT PLC,Utilities,Water Utilities,SEVERN TRENT,LSE,United Kingdom
802,802,GB00BYYTFB60,GBp,LN,#N/A Field Not Applicable,Semi-Anl,HSV,Common Stock,HOMESERVE PLC,Industrials,Commercial Services & Supplies,HOMESERVE PLC,LSE,United Kingdom
803,803,GB00BZ4BQC70,GBp,LN,#N/A Field Not Applicable,Semi-Anl,JMAT,Common Stock,JOHNSON MATTHEY PLC,Materials,Chemicals,JOHNSON MATTHEY,LSE,United Kingdom
804,804,GB00B02J6398,GBp,LN,#N/A Field Not Applicable,Semi-Anl,ADM,Common Stock,ADMIRAL GROUP PLC,Financials,Insurance,ADMIRAL GROUP,LSE,United Kingdom
805,805,GB00B0SWJX34,GBp,LN,#N/A Field Not Applicable,Semi-Anl,LSEG,Common Stock,LONDON STOCK EXCHANGE GROUP,Financials,Capital Markets,LONDON STOCK EX,LSE,United Kingdom
806,806,GB00B02L3W35,GBp,LN,#N/A Field Not Applicable,Semi-Anl,BKG,Common Stock,BERKELEY GROUP HOLDINGS/THE,Consumer Discretionary,Household Durables,BERKELEY GROUP,LSE,United Kingdom
807,807,GB0032089863,GBp,LN,#N/A Field Not Applicable,Semi-Anl,NXT,Common Stock,NEXT PLC,Consumer Discretionary,Multiline Retail,NEXT PLC,LSE,United Kingdom
808,808,JE00BJVNSS43,GBp,LN,#N/A Field Not Applicable,Semi-Anl,FERG,Common Stock,FERGUSON PLC,Industrials,Trading Companies & Distributo,FERGUSON PLC,LSE,United Kingdom
809,809,IE00BWT6H894,GBp,LN,#N/A Field Not Applicable,Irreg,FLTR,Common Stock,FLUTTER ENTERTAINMENT PLC-DI,Consumer Discretionary,"Hotels, Restaurants & Leisure",FLUTTER ENTER-DI,LSE,United Kingdom
810,810,GB00BJFFLV09,GBp,LN,#N/A Field Not Applicable,Semi-Anl,CRDA,Common Stock,CRODA INTERNATIONAL PLC,Materials,Chemicals,CRODA INTL.,LSE,United Kingdom
811,811,GB0002405495,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SDR,Common Stock,SCHRODERS PLC,Financials,Capital Markets,SCHRODERS PLC,LSE,United Kingdom
812,812,GB0031638363,GBp,LN,#N/A Field Not Applicable,Semi-Anl,ITRK,Common Stock,INTERTEK GROUP PLC,Industrials,Professional Services,INTERTEK GROUP,LSE,United Kingdom
813,813,IE00B1RR8406,EUR,ID,#N/A Field Not Applicable,Semi-Anl,SKG,Common Stock,SMURFIT KAPPA GROUP PLC,Materials,Containers & Packaging,SMURFIT KAPPA GR,IR,Ireland
814,814,IE0002424939,GBp,LN,#N/A Field Not Applicable,Semi-Anl,DCC,Common Stock,DCC PLC,Industrials,Industrial Conglomerates,DCC PLC,LSE,United Kingdom
815,815,GB00BBG9VN75,GBp,LN,#N/A Field Not Applicable,Semi-Anl,AVV,Common Stock,AVEVA GROUP PLC,Information Technology,Software,AVEVA GROUP PLC,LSE,United Kingdom
816,816,GB00BWFGQN14,GBp,LN,#N/A Field Not Applicable,Semi-Anl,SPX,Common Stock,SPIRAX-SARCO ENGINEERING PLC,Industrials,Machinery,SPIRAX-SARCO ENG,LSE,United Kingdom
817,817,DE0007164600,EUR,GY,#N/A Field Not Applicable,Annual,SAP,Common Stock,SAP SE,Information Technology,Software,SAP SE,XETRA,Germany
818,818,DE0005557508,EUR,GY,#N/A Field Not Applicable,Annual,DTE,Common Stock,DEUTSCHE TELEKOM AG-REG,Communication Services,Diversified Telecommunication,DEUTSCHE TELEKOM,XETRA,Germany
819,819,DE0006231004,EUR,GY,#N/A Field Not Applicable,Annual,IFX,Common Stock,INFINEON TECHNOLOGIES AG,Information Technology,Semiconductors & Semiconductor,INFINEON TECH,XETRA,Germany
820,820,DE0007472060,EUR,GR,#N/A Field Not Applicable,Annual,WDI,Common Stock,WIRECARD AG,Information Technology,IT Services,WIRECARD AG,XETRA,Germany
821,821,DE000A2YN900,EUR,GY,#N/A Field Not Applicable,None,TMV,Common Stock,TEAMVIEWER AG,Information Technology,Software,TEAMVIEWER AG,XETRA,Germany
822,822,DE000SHL1006,EUR,GY,#N/A Field Not Applicable,Annual,SHL,Common Stock,SIEMENS HEALTHINEERS AG,Health Care,Health Care Equipment & Suppli,SIEMENS HEALTHIN,XETRA,Germany
823,823,DE000A0TGJ55,EUR,GY,#N/A Field Not Applicable,None,VAR1,Common Stock,VARTA AG,Industrials,Electrical Equipment,VARTA AG,XETRA,Germany
824,824,DE0005313704,EUR,GY,#N/A Field Not Applicable,Annual,AFX,Common Stock,CARL ZEISS MEDITEC AG - BR,Health Care,Health Care Equipment & Suppli,CARL ZEISS ME-BR,XETRA,Germany
825,825,DE0007165631,EUR,GY,#N/A Field Not Applicable,Annual,SRT3,Preference,SARTORIUS AG-VORZUG,Health Care,Health Care Equipment & Suppli,SARTORIUS AG-PFD,XETRA,Germany
826,826,NL0012169213,EUR,GY,#N/A Field Not Applicable,None,QIA,Common Stock,QIAGEN N.V.,Health Care,Life Sciences Tools & Services,QIAGEN NV,XETRA,Germany
827,827,DE0005158703,EUR,GY,#N/A Field Not Applicable,Annual,BC8,Common Stock,BECHTLE AG,Information Technology,IT Services,BECHTLE AG,XETRA,Germany
828,828,DE0006452907,EUR,GY,#N/A Field Not Applicable,Annual,NEM,Common Stock,NEMETSCHEK SE,Information Technology,Software,NEMETSCHEK SE,XETRA,Germany
829,829,DE0005419105,EUR,GY,#N/A Field Not Applicable,Annual,COK,Common Stock,CANCOM SE,Information Technology,IT Services,CANCOM AG,XETRA,Germany
830,830,DE000A1J5RX9,EUR,GY,#N/A Field Not Applicable,Annual,O2D,Common Stock,TELEFONICA DEUTSCHLAND HOLDI,Communication Services,Diversified Telecommunication,TELEFONICA DEUTS,XETRA,Germany
831,831,DE0005664809,EUR,GY,#N/A Field Not Applicable,None,EVT,Common Stock,EVOTEC SE,Health Care,Life Sciences Tools & Services,EVOTEC SE,XETRA,Germany
832,832,DE0006632003,EUR,GY,#N/A Field Not Applicable,None,MOR,Common Stock,MORPHOSYS AG,Health Care,Biotechnology,MORPHOSYS AG,XETRA,Germany
833,833,DE0005089031,EUR,GY,#N/A Field Not Applicable,Annual,UTDI,Common Stock,UNITED INTERNET AG-REG SHARE,Communication Services,Diversified Telecommunication,UNITED INTERN-RE,XETRA,Germany
834,834,DE000A288904,EUR,GY,#N/A Field Not Applicable,Annual,COP,Common Stock,COMPUGROUP MEDICAL SE & CO K,Health Care,Health Care Technology,COMPUGROUP MEDIC,XETRA,Germany
835,835,DE000A2NB601,EUR,GY,#N/A Field Not Applicable,Annual,JEN,Common Stock,JENOPTIK AG,Information Technology,"Electronic Equipment, Instrume",JENOPTIK AG,XETRA,Germany
836,836,DE000WAF3001,EUR,GY,#N/A Field Not Applicable,Annual,WAF,Common Stock,SILTRONIC AG,Information Technology,Semiconductors & Semiconductor,SILTRONIC AG,XETRA,Germany
837,837,DE000A2GS401,EUR,GY,#N/A Field Not Applicable,Annual,SOW,Common Stock,SOFTWARE AG,Information Technology,Software,SOFTWARE AG,XETRA,Germany
838,838,DE000A0Z2ZZ5,EUR,GY,#N/A Field Not Applicable,Annual,FNTN,Common Stock,FREENET AG,Communication Services,Wireless Telecommunication Ser,FREENET AG,XETRA,Germany
839,839,DE000A0WMPJ6,EUR,GY,#N/A Field Not Applicable,Irreg,AIXA,Common Stock,AIXTRON SE,Information Technology,Semiconductors & Semiconductor,AIXTRON SE,XETRA,Germany
840,840,DE000A0D6554,EUR,GY,#N/A Field Not Applicable,None,NDX1,Common Stock,NORDEX SE,Industrials,Electrical Equipment,NORDEX SE,XETRA,Germany
