,ISIN,Code,Name,Country,Exchange,Currency,Type,ISIN.1,ExchangeCode,logo
704,LU0908500753,MEUD,Lyxor Core STOXX Europe 600 (DR) - UCITS ETF Acc,UK,LSE,GBX,ETF,LU0908500753,LSE,
705,GB00B1CRLC47,MNDI,Mondi plc,UK,LSE,GBX,Common Stock,GB00B1CRLC47,LSE,/img/logos/LSE/MNDI.png
706,GB00BKFB1C65,MNG,M&G plc,UK,LSE,GBX,Common Stock,GB00BKFB1C65,LSE,
707,GB00BZ1G4322,MRO,Melrose Industries PLC,UK,LSE,GBX,Common Stock,GB00BZ1G4322,LSE,/img/logos/LSE/MRO.png
708,LU1829221024,NASD,Lyxor Nasdaq-100 Ucits ETF Acc,UK,LSE,USD,ETF,LU1829221024,LSE,
709,FR0010397232,NCYT,Novacyt S.A,UK,LSE,GBX,Common Stock,FR0010397232,LSE,/img/logos/LSE/NCYT.png
710,GB00BDR05C01,NG,National Grid plc,UK,LSE,GBX,Common Stock,GB00BDR05C01,LSE,/img/logos/LSE/NG.png
711,GB0032089863,NXT,NEXT plc,UK,LSE,GBX,Common Stock,GB0032089863,LSE,/img/logos/LSE/NXT.png
712,GB00B3MBS747,OCDO,Ocado Group plc,UK,LSE,GBX,Common Stock,GB00B3MBS747,LSE,
713,JE00B1VS3333,PHAG,WisdomTree Physical Silver,UK,LSE,USD,ETF,JE00B1VS3333,LSE,
714,JE00B1VS3770,PHAU,WisdomTree Physical Gold,UK,LSE,USD,ETF,JE00B1VS3770,LSE,
715,GB00BGXQNP29,PHNX,Phoenix Group Holdings plc,UK,LSE,GBX,Common Stock,GB00BGXQNP29,LSE,/img/logos/LSE/PHNX.png
716,JE00B1VS3002,PHPD,WisdomTree Physical Palladium,UK,LSE,USD,ETF,JE00B1VS3002,LSE,
717,GB00B18V8630,PNN,Pennon Group Plc,UK,LSE,GBX,Common Stock,GB00B18V8630,LSE,/img/logos/LSE/PNN.png
718,GB0007099541,PRU,Prudential plc,UK,LSE,GBX,Common Stock,GB0007099541,LSE,/img/logos/LSE/PRU.png
719,GB0006825383,PSN,Persimmon Plc,UK,LSE,GBX,Common Stock,GB0006825383,LSE,/img/logos/LSE/PSN.png
720,GB0006776081,PSON,Pearson plc,UK,LSE,GBX,Common Stock,GB0006776081,LSE,/img/logos/LSE/PSOn.png
721,GB00B03MM408,RDSB,Royal Dutch Shell plc,UK,LSE,GBX,Common Stock,GB00B03MM408,LSE,/img/logos/LSE/RDSB.png
722,GB00B2B0DG97,REL,RELX PLC,UK,LSE,GBX,Common Stock,GB00B2B0DG97,LSE,/img/logos/LSE/REL.png
723,GB0007188757,RIO,Rio Tinto Group,UK,LSE,GBX,Common Stock,GB0007188757,LSE,/img/logos/LSE/RIO.png
724,GB00BGDT3G23,RMV,Rightmove plc,UK,LSE,GBX,Common Stock,GB00BGDT3G23,LSE,/img/logos/LSE/RMV.png
725,GB00B63H8491,RR,Rolls-Royce Holdings plc,UK,LSE,GBX,Common Stock,GB00B63H8491,LSE,/img/logos/LSE/RR.png
726,GB00BKKMKR23,RSA,RSA Insurance Group Limited,UK,LSE,GBX,Common Stock,GB00BKKMKR23,LSE,/img/logos/LSE/RSA.png
727,GB00B082RF11,RTO,Rentokil Initial plc,UK,LSE,GBX,Common Stock,GB00B082RF11,LSE,/img/logos/LSE/RTO.png
728,GB00B019KW72,SBRY,J Sainsbury plc,UK,LSE,GBX,Common Stock,GB00B019KW72,LSE,/img/logos/LSE/SBRY.png
729,GB0002405495,SDR,Schroders plc,UK,LSE,GBX,Common Stock,GB0002405495,LSE,/img/logos/LSE/SDR.png
730,IE00B3DKXQ41,SEAG,iShares &#226;&#130;&#172; Aggregate Bond UCITS ETF EUR (Dist),UK,LSE,GBP,ETF,IE00B3DKXQ41,LSE,
731,IE00B4WXJJ64,SEGA,iShares Core &#226;&#130;&#172; Govt Bond UCITS ETF EUR (Dist),UK,LSE,GBP,ETF,IE00B4WXJJ64,LSE,
732,IE00BC7GZW19,SEUC,SPDR Bloomberg Barclays 0-3 Year Euro Corporate Bond UCITS ETF,UK,LSE,EUR,ETF,IE00BC7GZW19,LSE,
733,JE00B588CD74,SGBS,WisdomTree Physical Swiss Gold,UK,LSE,USD,ETF,JE00B588CD74,LSE,
734,GB00B8C3BL03,SGE,The Sage Group plc,UK,LSE,GBX,Common Stock,GB00B8C3BL03,LSE,/img/logos/LSE/SGE.png
735,IE00B579F325,SGLD,Invesco Physical Gold ETC,UK,LSE,USD,ETF,IE00B579F325,LSE,
736,GB00B5ZN1N88,SGRO,SEGRO Plc,UK,LSE,GBX,Common Stock,GB00B5ZN1N88,LSE,/img/logos/LSE/SGRO.png
737,IE00B4L5YX21,SJPA,iShares III Public Limited Company - iShares Core MSCI Japan IMI UCITS ETF,UK,LSE,GBX,ETF,IE00B4L5YX21,LSE,
738,IE00B1RR8406,SKG,Smurfit Kappa Group Plc,UK,LSE,GBX,Common Stock,IE00B1RR8406,LSE,/img/logos/LSE/SKG.png
739,GB00BF8Q6K64,SLA,Standard Life Aberdeen plc,UK,LSE,GBX,Common Stock,GB00BF8Q6K64,LSE,/img/logos/LSE/SLA.png
740,GB0008220112,SMDS,DS Smith Plc,UK,LSE,GBX,Common Stock,GB0008220112,LSE,/img/logos/LSE/SMDS.png
741,IE00B4K48X80,SMEA,iShares III Public Limited Company - iShares MSCI Europe UCITS ETF EUR (Acc),UK,LSE,GBX,ETF,IE00B4K48X80,LSE,
742,GB00B1WY2338,SMIN,Smiths Group plc,UK,LSE,GBX,Common Stock,GB00B1WY2338,LSE,/img/logos/LSE/SMIN.png
743,GB00BLDYK618,SMT,Scottish Mortgage Investment Trust plc,UK,LSE,GBX,Common Stock,GB00BLDYK618,LSE,
744,GB0009223206,SN,Smith & Nephew plc,UK,LSE,GBX,Common Stock,GB0009223206,LSE,/img/logos/LSE/SN.png
745,GB00BWFGQN14,SPX,Spirax-Sarco Engineering plc,UK,LSE,GBX,Common Stock,GB00BWFGQN14,LSE,/img/logos/LSE/SPX.png
746,GB0007908733,SSE,SSE plc,UK,LSE,GBX,Common Stock,GB0007908733,LSE,/img/logos/LSE/SSE.png
747,GB0007669376,STJ,St. James's Place plc,UK,LSE,GBX,Common Stock,GB0007669376,LSE,/img/logos/LSE/STJ.png
748,IE00BFY0GT14,SWRD,SPDR MSCI World UCITS ETF,UK,LSE,USD,ETF,IE00BFY0GT14,LSE,
749,IE00BWBXM948,SXLK,SPDR S&P U.S. Technology Select Sector UCITS ETF,UK,LSE,USD,ETF,IE00BWBXM948,LSE,
750,GB0008782301,TW,Taylor Wimpey plc,UK,LSE,GBX,Common Stock,GB0008782301,LSE,/img/logos/LSE/TW.png
751,LU0629460675,UB39,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI EMU Socially Responsible UCITS ETF(EUR)A-dis,UK,LSE,GBX,ETF,LU0629460675,LSE,
752,LU0629460832,UB45,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Pacific Socially Responsible UCITS ETF(USD)A-dis,UK,LSE,GBX,ETF,LU0629460832,LSE,
753,LU0629459743,UC44,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI World Socially Responsible UCITS ETF(USD)A-dis,UK,LSE,GBX,ETF,LU0629459743,LSE,
754,LU0629460089,UC46,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI USA Socially Responsible UCITS ETF(USD)A-dis,UK,LSE,GBX,ETF,LU0629460089,LSE,
755,LU1048313891,UC79,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Emerging Markets Socially Responsible UCITS ETF(USD)A-dis,UK,LSE,GBX,ETF,LU1048313891,LSE,
756,LU1215461085,UC97,UBS(Lux)Fund Solutions &#226;&#128;&#147; Bloomberg Barclays MSCI US Liquid Corp Sust UCITS ETF(USD)A-dis,UK,LSE,USD,ETF,LU1215461085,LSE,
757,GB00B10RZP78,ULVR,Unilever PLC,UK,LSE,GBX,Common Stock,GB00B10RZP78,LSE,/img/logos/LSE/Ulvr.png
758,GB00B39J2M42,UU,United Utilities Group PLC,UK,LSE,GBX,Common Stock,GB00B39J2M42,LSE,/img/logos/LSE/UU.png
759,IE00B9F5YL18,VAPX,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF,UK,LSE,GBP,ETF,IE00B9F5YL18,LSE,
760,IE00B3VVMM84,VDEM,Vanguard Funds Public Limited Company - Vanguard FTSE Emerging Markets UCITS ETF,UK,LSE,USD,ETF,IE00B3VVMM84,LSE,
761,IE00BZ163L38,VDET,Vanguard USD Emerging Markets Government Bond UCITS ETF,UK,LSE,USD,ETF,IE00BZ163L38,LSE,
762,IE00BKX55T58,VDEV,Vanguard FTSE Developed World UCITS ETF USD Distributing,UK,LSE,USD,ETF,IE00BKX55T58,LSE,
763,IE00B95PGT31,VDJP,Vanguard Funds Public Limited Company - Vanguard FTSE Japan UCITS ETF,UK,LSE,USD,ETF,IE00B95PGT31,LSE,
764,IE00BZ163M45,VDTY,Vanguard Funds Public Limited Company - Vanguard USD Treasury Bond UCITS ETF,UK,LSE,USD,ETF,IE00BZ163M45,LSE,
765,IE00BKX55S42,VERX,Vanguard FTSE Developed Europe ex UK UCITS ETF Distributing,UK,LSE,GBP,ETF,IE00BKX55S42,LSE,
766,IE00B945VV12,VEUD,Vanguard FTSE Developed Europe UCITS ETF,UK,LSE,USD,ETF,IE00B945VV12,LSE,
767,IE00B8GKDB10,VHYD,Vanguard FTSE All-World High Dividend Yield UCITS ETF USD Distributing,UK,LSE,USD,ETF,IE00B8GKDB10,LSE,
768,IE00B3XXRP09,VUSA,Vanguard S&P 500 UCITS ETF,UK,LSE,GBP,ETF,IE00B3XXRP09,LSE,
769,IE00B3RBWM25,VWRD,Vanguard FTSE All-World UCITS ETF,UK,LSE,USD,ETF,IE00B3RBWM25,LSE,
770,FR0010527275,WATL,Lyxor World Water (DR) UCITS ETF Dist,UK,LSE,GBX,ETF,FR0010527275,LSE,
771,IE00BYTRR640,WCOD,SPDR MSCI World Consumer Discretionary UCITS ETF USD Acc,UK,LSE,USD,ETF,IE00BYTRR640,LSE,
772,IE00BYTRR756,WCOS,SPDR MSCI World Consumer Staples UCITS ETF,UK,LSE,USD,ETF,IE00BYTRR756,LSE,
773,IE00BYTRRB94,WHEA,SPDR MSCI World Health Care UCITS ETF,UK,LSE,USD,ETF,IE00BYTRRB94,LSE,
774,IE00BYTRRC02,WNDU,SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI World Industrials UCITS ETF,UK,LSE,USD,ETF,IE00BYTRRC02,LSE,
775,JE00B8KF9B49,WPP,WPP plc,UK,LSE,GBX,Common Stock,JE00B8KF9B49,LSE,/img/logos/LSE/WPP.png
776,GB00B1KJJ408,WTB,Whitbread plc,UK,LSE,GBX,Common Stock,GB00B1KJJ408,LSE,/img/logos/LSE/WTB.png
777,IE00BYTRRD19,WTEC,SPDR MSCI World Technology UCITS ETF USD Acc,UK,LSE,USD,ETF,IE00BYTRRD19,LSE,
778,IE00BYTRRG40,WTEL,SSgA SPDR ETFs Europe II plc - SPDR MSCI World Communication Services UCITS ETF,UK,LSE,USD,ETF,IE00BYTRRG40,LSE,
779,FR0010754200,18M1,Amundi ETF Govies 0-6 Months EuroMTS Investment Grade UCITS ETF DR,Germany,XETRA,EUR,ETF,FR0010754200,XETRA,
780,FR0010717090,18M2,Amundi ETF MSCI EMU High Dividend UCITS ETF,Germany,XETRA,EUR,ETF,FR0010717090,XETRA,
781,FR0010755611,18MF,Amundi ETF Leveraged MSCI USA Daily UCITS ETF,Germany,XETRA,EUR,ETF,FR0010755611,XETRA,
782,FR0010757781,18MS,Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF,Germany,XETRA,EUR,ETF,FR0010757781,XETRA,
783,FR0010754127,18MU,Amundi ETF Euro Inflation UCITS ETF DR,Germany,XETRA,EUR,ETF,FR0010754127,XETRA,
784,FR0010754135,18MX,Amundi ETF Govt Bond EuroMTS Broad Investment Grade 1-3 UCITS ETF DR,Germany,XETRA,EUR,ETF,FR0010754135,XETRA,
785,DE0006062144,1COV,Covestro AG,Germany,XETRA,EUR,Common Stock,DE0006062144,XETRA,/img/logos/XETRA/1COV.png
786,LU1681038243,6AQQ,Amundi Index Solutions - Amundi Nasdaq-100 ETF-C EUR,Germany,XETRA,EUR,ETF,LU1681038243,XETRA,
787,LU1681042864,ACU2,Amundi Index Solutions - Amundi MSCI USA UCITS ETF-C EUR,Germany,XETRA,EUR,ETF,LU1681042864,XETRA,
788,DE0005313704,AFX,Carl Zeiss Meditec AG,Germany,XETRA,EUR,Common Stock,DE0005313704,XETRA,/img/logos/XETRA/AFX.png
789,FR0000120073,AIL,L'Air Liquide S.A,Germany,XETRA,EUR,Common Stock,FR0000120073,XETRA,/img/logos/XETRA/AIL.png
790,DE000A0WMPJ6,AIXA,AIXTRON SE,Germany,XETRA,EUR,Common Stock,DE000A0WMPJ6,XETRA,/img/logos/XETRA/AIXA.png
791,DE0008404005,ALV,Allianz SE,Germany,XETRA,EUR,Common Stock,DE0008404005,XETRA,/img/logos/XETRA/ALV.png
792,LU1681044480,AMEA,Amundi Index Solutions - Amundi MSCI Em Asia UCITS ETF-C EUR,Germany,XETRA,EUR,ETF,LU1681044480,XETRA,
793,LU1681045370,AMEM,Amundi Index Solutions - Amundi MSCI Emerging Markets UCITS ETF-C EUR,Germany,XETRA,EUR,ETF,LU1681045370,XETRA,
794,LU1681043599,AMEW,Amundi Index Solutions - Amundi MSCI World UCITS ETF C EUR,Germany,XETRA,EUR,ETF,LU1681043599,XETRA,
795,LU1681048804,AUM5,Amundi Index Solutions - Amundi S&P 500 UCITS ETF C EUR,Germany,XETRA,EUR,ETF,LU1681048804,XETRA,
796,ES0113211835,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A",Germany,XETRA,EUR,Common Stock,ES0113211835,XETRA,/img/logos/XETRA/BBVA.png
797,DE0005158703,BC8,Bechtle AG,Germany,XETRA,EUR,Common Stock,DE0005158703,XETRA,/img/logos/XETRA/BC8.png
798,DE0005190003,BMW,Bayerische Motoren Werke Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE0005190003,XETRA,/img/logos/XETRA/BMW.png
799,LU1681046261,CB3G,Amundi Index Solutions - Amundi Govt Bond Euromts Broad Investment Grade UCITS ETF-C,Germany,XETRA,EUR,ETF,LU1681046261,XETRA,
800,DE0005419105,COK,Cancom SE,Germany,XETRA,EUR,Common Stock,DE0005419105,XETRA,/img/logos/XETRA/COK.png
801,DE000A288904,COP,CompuGroup Medical SE & Co. KGaA,Germany,XETRA,EUR,Common Stock,DE000A288904,XETRA,/img/logos/XETRA/COP.png
802,DE0005810055,DB1,Deutsche Börse AG,Germany,XETRA,EUR,Common Stock,DE0005810055,XETRA,/img/logos/XETRA/DB1.png
803,LU1681046691,DE5A,Amundi Index Solutions - Amundi Govt Bond Highest Rated Euromts Investment Grade Ucits ETF EUR C,Germany,XETRA,EUR,ETF,LU1681046691,XETRA,
804,DE0005552004,DPW,Deutsche Post AG,Germany,XETRA,EUR,Common Stock,DE0005552004,XETRA,/img/logos/XETRA/DPW.png
805,DE0005545503,DRI,1&1 Drillisch AG,Germany,XETRA,EUR,Common Stock,DE0005545503,XETRA,
806,DE0005550636,DRW3,Drägerwerk AG & Co. KGaA,Germany,XETRA,EUR,Common Stock,DE0005550636,XETRA,/img/logos/XETRA/DRW3.png
807,DE000A0HN5C6,DWNI,Deutsche Wohnen SE,Germany,XETRA,EUR,Common Stock,DE000A0HN5C6,XETRA,/img/logos/XETRA/DWNi.png
808,DE000ENAG999,EOAN,E.ON SE,Germany,XETRA,EUR,Common Stock,DE000ENAG999,XETRA,/img/logos/XETRA/Eoan.png
809,FR0011550185,ESEE,BNP Paribas Easy S&P 500 UCITS ETF EUR C,Germany,XETRA,EUR,ETF,FR0011550185,XETRA,
810,FR0013041530,ESEH,BNP Paribas Easy S&P 500 UCITS ETF EUR H,Germany,XETRA,EUR,ETF,FR0013041530,XETRA,
811,FR0012739431,ETDD,BNP Paribas Easy Euro Stoxx 50 UCITS ETF EUR C,Germany,XETRA,EUR,ETF,FR0012739431,XETRA,
812,FR0011550672,ETSA,BNP Paribas Easy Stoxx Europe 600 UCITS ETF EUR C/D,Germany,XETRA,EUR,ETF,FR0011550672,XETRA,
813,DE0005659700,EUZ,Eckert & Ziegler Strahlen- und Medizintechnik AG,Germany,XETRA,EUR,Common Stock,DE0005659700,XETRA,/img/logos/XETRA/EUZ.png
814,DE0005664809,EVT,Evotec SE,Germany,XETRA,EUR,Common Stock,DE0005664809,XETRA,/img/logos/XETRA/EVT.png
815,DE0005785802,FME,Fresenius Medical Care AG & Co. KGaA,Germany,XETRA,EUR,Common Stock,DE0005785802,XETRA,/img/logos/XETRA/FME.png
816,LU1681040900,FRNU,Amundi Index Solutions - Amundi ETF Floating Rate USD Corporate,Germany,XETRA,EUR,ETF,LU1681040900,XETRA,
817,FR0000133308,FTE,Orange S.A,Germany,XETRA,EUR,Common Stock,FR0000133308,XETRA,/img/logos/XETRA/FTE.png
818,FR0010791194,GC2U,Amundi ETF Short MSCI USA Daily UCITS ETF,Germany,XETRA,EUR,ETF,FR0010791194,XETRA,
819,LU1681046931,GC40,Amundi Index Solutions - Amundi CAC 40 UCITS ETF-C,Germany,XETRA,EUR,ETF,LU1681046931,XETRA,
820,DE0006048432,HEN3,Henkel AG & Co. KGaA,Germany,XETRA,EUR,Common Stock,DE0006048432,XETRA,/img/logos/XETRA/HEN3.png
821,IE00BYPC1H27,ICGB,iShares China CNY Bond UCITS ETF USD (Dist),Germany,XETRA,EUR,ETF,IE00BYPC1H27,XETRA,
822,DE0006231004,IFX,Infineon Technologies AG,Germany,XETRA,EUR,Common Stock,DE0006231004,XETRA,/img/logos/XETRA/IFX.png
823,NL0011821202,INN1,ING Groep N.V,Germany,XETRA,EUR,Common Stock,NL0011821202,XETRA,/img/logos/XETRA/INN1.png
824,IE00B3B8Q275,IUS6,iShares &#226;&#130;&#172; Covered Bond UCITS ETF EUR (Dist),Germany,XETRA,EUR,ETF,IE00B3B8Q275,XETRA,
825,ES0148396007,IXD1,Industria de Diseno Textil SA,Germany,XETRA,EUR,Common Stock,ES0148396007,XETRA,
826,LU1481202692,JBEM,BNP Paribas Easy Bloomberg-Barclays Euro Aggregate Treasury UCITS ETF Capitalisation,Germany,XETRA,EUR,ETF,LU1481202692,XETRA,
827,DE000A2NB601,JEN,Jenoptik AG,Germany,XETRA,EUR,Common Stock,DE000A2NB601,XETRA,/img/logos/XETRA/JEN.png
828,LU1834983477,LBNK,Lyxor Index Fund - Lyxor Stoxx Europe 600 Banks UCITS ETF Acc,Germany,XETRA,EUR,ETF,LU1834983477,XETRA,
829,LU0908501058,LGQG,Lyxor EURO STOXX 300 (DR) - UCITS ETF C-EUR,Germany,XETRA,EUR,ETF,LU0908501058,XETRA,
830,LU1834986900,LHTC,Lyxor Index Fund - Lyxor Stoxx Europe 600 Healthcare UCITS ETF Acc,Germany,XETRA,EUR,ETF,LU1834986900,XETRA,
831,LU1834988278,LOGS,Lyxor Index Fund - Lyxor Stoxx Europe 600 Oil &amp; Gas UCITS ETF Acc,Germany,XETRA,EUR,ETF,LU1834988278,XETRA,
832,FR0010424135,LSK7,Lyxor Euro Stoxx 50 Daily (-1x) Inverse UCITS ETF Acc,Germany,XETRA,EUR,ETF,FR0010424135,XETRA,
833,FR0010424143,LSK8,Lyxor Euro Stoxx 50 Daily (-2x) Inverse UCITS ETF Acc,Germany,XETRA,EUR,ETF,FR0010424143,XETRA,
834,LU1834988518,LTUG,Lyxor Index Fund - Lyxor Stoxx Europe 600 Technology UCITS ETF Acc,Germany,XETRA,EUR,ETF,LU1834988518,XETRA,
835,LU1829219390,LYBK,Lyxor EURO STOXX Banks UCITS ETF P Acc,Germany,XETRA,EUR,ETF,LU1829219390,XETRA,
836,FR0010524777,LYM9,Multi Units France - Lyxor New Energy (DR) UCITS ETF,Germany,XETRA,EUR,ETF,FR0010524777,XETRA,
837,FR0010468983,LYMZ,Lyxor Euro Stoxx 50 Daily (2x) Leveraged UCITS ETF Acc,Germany,XETRA,EUR,ETF,FR0010468983,XETRA,
838,LU0533033238,LYPE,Lyxor MSCI World Health Care TR UCITS ETF - C-EUR,Germany,XETRA,EUR,ETF,LU0533033238,XETRA,
839,LU0533033667,LYPG,Multi Units Luxembourg - Lyxor MSCI World Information Technology TR UCITS ETF,Germany,XETRA,EUR,ETF,LU0533033667,XETRA,
840,LU0496786574,LYPS,Lyxor S&P 500 UCITS ETF - D-EUR,Germany,XETRA,EUR,ETF,LU0496786574,XETRA,
841,FR0010869495,LYQL,Lyxor Daily ShortDAX x2 UCITS ETF Acc,Germany,XETRA,EUR,ETF,FR0010869495,XETRA,
842,FR0007054358,LYSX,Lyxor Euro Stoxx 50 (DR) UCITS ETF Acc,Germany,XETRA,EUR,ETF,FR0007054358,XETRA,
843,LU1287023185,LYXD,MULTI-UNITS LUXEMBOURG - Lyxor Euro Government Bond 7-10Y (DR) UCITS ETF - Acc,Germany,XETRA,EUR,ETF,LU1287023185,XETRA,
844,LU0252634307,LYY8,MULTI-UNITS LUXEMBOURG - Lyxor Daily LevDAX UCITS ETF - Acc,Germany,XETRA,EUR,ETF,LU0252634307,XETRA,
845,FR0010315770,LYYA,Lyxor MSCI World UCITS ETF,Germany,XETRA,EUR,ETF,FR0010315770,XETRA,
846,DE0006632003,MOR,MorphoSys AG,Germany,XETRA,EUR,Common Stock,DE0006632003,XETRA,/img/logos/XETRA/MOR.png
847,DE0008430026,MUV2,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Germany,XETRA,EUR,Common Stock,DE0008430026,XETRA,/img/logos/XETRA/MUV2.png
848,DE000A0D6554,NDX1,Nordex SE,Germany,XETRA,EUR,Common Stock,DE000A0D6554,XETRA,/img/logos/XETRA/NDX1.png
849,DE0006452907,NEM,Nemetschek SE,Germany,XETRA,EUR,Common Stock,DE0006452907,XETRA,/img/logos/XETRA/NEM.png
850,DE000NWRK013,NWO,New Work SE,Germany,XETRA,EUR,Common Stock,DE000NWRK013,XETRA,/img/logos/XETRA/NWO.png
851,DE000A1J5RX9,O2D,Telefónica Deutschland Holding AG,Germany,XETRA,EUR,Common Stock,DE000A1J5RX9,XETRA,/img/logos/XETRA/O2D.png
852,DE0006916604,PFV,Pfeiffer Vacuum Technology AG,Germany,XETRA,EUR,Common Stock,DE0006916604,XETRA,/img/logos/XETRA/PFV.png
853,ES0173516115,REP,"Repsol, S.A",Germany,XETRA,EUR,Common Stock,ES0173516115,XETRA,/img/logos/XETRA/REP.png
854,DE0007037129,RWE,RWE AG,Germany,XETRA,EUR,Common Stock,DE0007037129,XETRA,/img/logos/XETRA/RWe.png
855,AT0000A0E9W5,SANT,S&T AG,Germany,XETRA,EUR,Common Stock,AT0000A0E9W5,XETRA,/img/logos/XETRA/SANT.png
856,LU1812092168,SELD,Lyxor Index Fund - Lyxor STOXX Europe Select Dividend 30 UCITS ETF Dist,Germany,XETRA,EUR,ETF,LU1812092168,XETRA,
857,DE000SHL1006,SHL,Siemens Healthineers AG,Germany,XETRA,EUR,Common Stock,DE000SHL1006,XETRA,/img/logos/XETRA/SHL.png
858,DE000A2GS401,SOW,Software Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE000A2GS401,XETRA,/img/logos/XETRA/SOW.png
859,DE0007165631,SRT3,Sartorius Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE0007165631,XETRA,/img/logos/XETRA/SRT3.png
860,NL0009690221,T6ET,VanEck Vectors ETFs N.V. - VanEck Vectors Global Equal Weight UCITS ETF,Germany,XETRA,EUR,ETF,NL0009690221,XETRA,
861,NL0009690247,TCBT,VanEck Vectors iBoxx EUR Corporates UCITS ETF,Germany,XETRA,EUR,ETF,NL0009690247,XETRA,
862,NL0009690254,TGBT,VanEck Vectors iBoxx EUR Sovereign Diversified 1-10 UCITS ETF,Germany,XETRA,EUR,ETF,NL0009690254,XETRA,
863,DE000A2YN900,TMV,TeamViewer AG,Germany,XETRA,EUR,Common Stock,DE000A2YN900,XETRA,/img/logos/XETRA/TMV.png
864,NL0009690239,TRET,VanEck Vectors Global Real Estate UCITS ETF,Germany,XETRA,EUR,ETF,NL0009690239,XETRA,
865,NL0010408704,TSWE,VanEck Vectors Sustainable World Equal Weight UCITS ETF,Germany,XETRA,EUR,ETF,NL0010408704,XETRA,
866,DE0005089031,UTDI,United Internet AG,Germany,XETRA,EUR,Common Stock,DE0005089031,XETRA,/img/logos/XETRA/UTDI.png
867,NL0010731816,V3ET,VanEck Vectors™ European Equal Weight UCITS ETF,Germany,XETRA,EUR,ETF,NL0010731816,XETRA,
868,LU1681047236,V50A,Amundi Index Solutions - Amundi EURO STOXX 50 UCITS ETF-C EUR,Germany,XETRA,EUR,ETF,LU1681047236,XETRA,
869,DE000A0TGJ55,VAR1,Varta AG,Germany,XETRA,EUR,Common Stock,DE000A0TGJ55,XETRA,/img/logos/XETRA/VAR1.png
870,NL0011683594,VDIV,VanEck Vectors™ Morningstar Developed Markets Dividend Leaders UCITS ETF,Germany,XETRA,EUR,ETF,NL0011683594,XETRA,
871,NL0010273801,VIGB,VanEck Vectors ETFs N.V. - VanEck Vectors iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,Germany,XETRA,EUR,ETF,NL0010273801,XETRA,
872,NL0011376074,VMUS,VanEck Vectors ETFs N.V. - VanEck Vectors Morningstar North America Equal Weight UCITS ETF,Germany,XETRA,EUR,ETF,NL0011376074,XETRA,
873,DE000A1ML7J1,VNA,Vonovia SE,Germany,XETRA,EUR,Common Stock,DE000A1ML7J1,XETRA,/img/logos/XETRA/VNA.png
874,LU0832435464,VOOL,Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF - C-EUR,Germany,XETRA,EUR,ETF,LU0832435464,XETRA,
875,DE000WAF3001,WAF,Siltronic AG,Germany,XETRA,EUR,Common Stock,DE000WAF3001,XETRA,/img/logos/XETRA/WAF.png
876,FR0004056851,VLA,Valneva SE,Austria,VI,EUR,Common Stock,FR0004056851,VI,/img/logos/VI/VLA.png
877,IT0001233417,A2A,A2A S.p.A,Italy,MI,EUR,Common Stock,IT0001233417,MI,/img/logos/MI/A2A.png
878,IT0004056880,AMP,Amplifon S.p.A,Italy,MI,EUR,Common Stock,IT0004056880,MI,/img/logos/MI/AMP.png
879,IT0003506190,ATL,Atlantia SpA,Italy,MI,EUR,Common Stock,IT0003506190,MI,/img/logos/MI/ATL.png
880,IT0005218380,BAMI,Banco BPM S.p.A,Italy,MI,EUR,Common Stock,IT0005218380,MI,/img/logos/MI/BAMI.png
881,IT0001031084,BGN,Banca Generali S.p.A,Italy,MI,EUR,Common Stock,IT0001031084,MI,/img/logos/MI/BGN.png
882,IT0000066123,BPE,BPER Banca SpA,Italy,MI,EUR,Common Stock,IT0000066123,MI,/img/logos/MI/BPE.png
883,IT0005252728,BRE,Brembo S.p.A,Italy,MI,EUR,Common Stock,IT0005252728,MI,/img/logos/MI/BRE.png
884,LU1598691050,BTP13,Lyxor Index Fund - Lyxor EuroMTS 1-3Y Italy BTP Government Bond (DR) UCITS ETF Dist,Italy,MI,EUR,ETF,LU1598691050,MI,
885,IT0001347308,BZU,Buzzi Unicem S.p.A,Italy,MI,EUR,Common Stock,IT0001347308,MI,/img/logos/MI/BZU.png
886,FR0000120172,CRR,Carrefour SA,Italy,MI,EUR,Common Stock,FR0000120172,MI,/img/logos/MI/CRR.png
887,IT0003492391,DIA,DiaSorin S.p.A,Italy,MI,EUR,Common Stock,IT0003492391,MI,/img/logos/MI/DIA.png
