,ISIN,Code,Name,Country,Exchange,Currency,Type,ExchangeCode,ETF Underlying Index Ticker,Dvd Freq
0,IE00BKP5L409,IMBE,ISHARES US MBS EUR-HA,The Netherlands,NA,EUR,ETP,AS,LUMSTRUU,None
1,FR0010411884,BX4,LYXOR CAC40 DX2SHRT,France,FP,EUR,ETP,PA,CACDSH,None
2,FR0010592014,LVC,LYXOR CAC 40 DAILY 2X LEV,France,FP,EUR,ETP,PA,CACGL,Annual
3,IE00B0M62Y33,IAEX,ISHARES AEX,The Netherlands,NA,EUR,ETP,AS,AEXNR,Quarter
4,IE00B4L5Y983,IWDA,ISHARES CORE MSCI WORLD,United Kingdom,LN,USD,ETP,LSE,NDDUWI,None
5,NL0009272749,TDT,VANECK AEX UCITS ETF,The Netherlands,NA,EUR,ETP,AS,AEX,Quarter
6,IE00B3XXRP09,VUSA,VANG S&P500 USDD,United Kingdom,LN,GBP,ETP,LSE,SPTR500N,Quarter
7,IE00B3RBWM25,VWRL,VANG FTSE AW USDD,United Kingdom,LN,GBP,ETP,LSE,TAWNT01U,Quarter
8,FR0010342592,LQQ,LYXOR NASDAQ 100 DALY LEV,France,FP,EUR,ETP,PA,XNDXNNRL,Irreg
9,IE00BKWQ0G16,STZ,SPDR EUROPE FINANCIALS,France,FP,EUR,ETP,PA,NE731540,None
10,IE00B53SZB19,CNDX,ISHARES NASDAQ 100 USD ACC,United Kingdom,LN,USD,ETP,LSE,XNDXNNR,None
11,NL0009690221,TGET,VANECK GLOBAL EQ WT ETF,The Netherlands,NA,EUR,ETP,AS,TGLOEI,Quarter
12,FR0007052782,CAC,LYXOR CAC 40,France,FP,EUR,ETP,PA,CACR,Semi-Anl
13,IE00B14X4S71,IDBT,ISHARES USD TRSRY 1-3Y USD D,United Kingdom,LN,USD,ETP,LSE,IDCOT14,Semi-Anl
14,LU1327051279,SPX2S,LYXOR DDS S&P500,Italy,IM,EUR,ETP,MI,SPXT2IUT,None
15,IE0031442068,IDUS,ISHARES CORE S&P 500,United Kingdom,LN,USD,ETP,LSE,SPTR500N,Quarter
16,JE00B1VS3770,PHAU,WISDOMTREE PHYSICAL GOLD,Italy,IM,EUR,ETP,MI,GOLDLNPM,None
17,IE00B0M62Q58,IWRD,ISHARES MSCI WORLD,United Kingdom,LN,GBp,ETP,LSE,NDDUWI,Quarter
18,IE00B1YZSC51,IMEU,ISHARES CORE MSCI EUROPE,The Netherlands,NA,EUR,ETP,AS,MSDEE15N,Quarter
19,LU1681043599,CW8,AMUNDI MSCI WORLD UCITS-EUR,France,FP,EUR,ETP,PA,MSDEWIN,None
20,LU0252634307,LYXLEDAX,LYX ETF DAILY LEV DAX,Germany,GY,EUR,ETP,XETRA,D1AJ,None
21,GB00B0CTWC01,OILB,ETFS BRENT 1MTH OIL SECR-EUR,The Netherlands,NA,EUR,ETP,AS,#N/A Field Not Applicable,#N/A N/A
22,IE00BYTRRD19,WTEC,SPDR WORLD TECHNOLOGY,United Kingdom,LN,USD,ETP,LSE,NU731552,None
23,IE00B7LGZ558,IFRB,ISHARES FRANCE GOVT BND,United Kingdom,LN,EUR,ETP,LSE,LTFRTREU,Semi-Anl
24,IE00B5BMR087,CSPX,ISHARES CORE S&P 500,United Kingdom,LN,USD,ETP,LSE,SPTR500N,None
25,LU1681046931,C40,AMUNDI CAC 40 UCITS ETF,France,FP,EUR,ETP,PA,NCAC,Annual
26,IE0008471009,EUN2,ISHARES CORE EURO STOXX 50,Germany,GY,EUR,ETP,XETRA,SX5T,Quarter
27,IE00B3F81R35,IEAC,ISHARES CORE EURO CORP BOND,United Kingdom,LN,EUR,ETP,LSE,LECPTREU,Semi-Anl
28,FR0007054358,MSE,LYXOR EUROSTOXX 50 DR,France,FP,EUR,ETP,PA,SX5T,Semi-Anl
29,FR0010869495,DSD,LYXOR DAILY SHORTDAX X2,France,FP,EUR,ETP,PA,SHRTDAX2,None
30,IE00B441G979,IWDE,ISHARES MSCI WORLD EUR-H,Italy,IM,EUR,ETP,MI,MXWOHEUR,None
31,IE00BCRY6557,ERNE,ISHARES EURO ULTRASHORT BOND,United Kingdom,LN,EUR,ETP,LSE,IBXXUSE1,Irreg
32,GB00B00FHZ82,GBS,GOLD BULLION SECURITIES LTD,United Kingdom,LN,USD,ETP,LSE,GOLDLNPM,None
33,GB00B15KXV33,CRUD,WT WTI CRUDE OIL,United Kingdom,LN,USD,ETP,LSE,BCLMTTR,None
34,IE00BKM4GZ66,EIMI,ISHARES CORE EM IMI ACC,United Kingdom,LN,USD,ETP,LSE,MIMUEMRN,None
35,FR0010756064,AFIT,AMUNDI ETF LEVERAGED CAC 40,Germany,GR,EUR,ETP,XETRA,CACTL,#N/A N/A
36,LU0629460832,UIMT,UBS ETF MSCI PACIFIC SRI DIS,The Netherlands,NA,EUR,ETP,AS,NU734933,Semi-Anl
37,NL0010408704,TSWE,VANECK SUST WLD EQ WT ETF,The Netherlands,NA,EUR,ETP,AS,TTMTTSWE,Quarter
38,FR0010591362,SHC,LYXOR CAC 40 DAILY -1X INVER,France,FP,EUR,ETP,PA,CACSH,None
39,IE00B3VVMM84,VFEM,VANG FTSE EM USDD,United Kingdom,LN,GBP,ETP,LSE,TAWALENU,Quarter
40,IE00B53L3W79,SXRT,ISHARES CORE EURO STOXX 50,Germany,GY,EUR,ETP,XETRA,SX5T,None
41,IE00B8GKDB10,VHYD,VANG FTSE HDY USDD,United Kingdom,LN,USD,ETP,LSE,TAWHDY01,Quarter
42,LU0629460089,ASRUSA,UBS ETF MSCI USA SRI UCITS,Switzerland,SW,USD,ETP,SW,NU734911,Semi-Anl
43,GB00B0CTWC01,OILB,ETFS BRENT 1MTH OIL SECR-EUR,The Netherlands,NA,EUR,ETP,AS,#N/A Field Not Applicable,#N/A N/A
44,NL0009272756,TMX,VANECK AMX UCITS ETF,The Netherlands,NA,EUR,ETP,AS,AMX,3x a yr
45,JE00B1VS3333,PHAG,WT PHYSICAL SILVER,Italy,IM,EUR,ETP,MI,SLVRLN,None
46,FR0010468983,LVE,LYXOR EURSTX50 DAILY LEV,France,FP,EUR,ETP,PA,SX5TL,Annual
47,GB00B15KXV33,CRUD,WT WTI CRUDE OIL,United Kingdom,LN,USD,ETP,LSE,BCLMTTR,None
48,IE00B4L5YX21,IJPA,ISHARES CORE MSCI JAPAN,United Kingdom,LN,USD,ETP,LSE,MIMUJPNN,None
49,FR0011869353,EWLD,LYXOR PEA MSCI WRLD,France,FP,EUR,ETP,PA,NDDUWI,None
50,IE00B945VV12,VEUR,VANG FTSE EUR EURD,United Kingdom,LN,GBP,ETP,LSE,TAWNT06E,Quarter
51,LU1834988278,OIL,LYXOR EURSTX600 OIL&GAS,France,FP,EUR,ETP,PA,SXER,Irreg
52,NL0009690239,TRET,VANECK GLB REAL ESTATE ETF,The Netherlands,NA,EUR,ETP,AS,GPR100GI,Quarter
53,FR0013416716,GOLD,AMUNDI PHYSICAL GOLD ETC,France,FP,EUR,ETP,PA,GOLDLNPM,None
54,IE00B3B8Q275,IUS6,ISHARES EURO COVERED BOND,Germany,GY,EUR,ETP,XETRA,IYGB,Semi-Anl
55,LU0252633754,DAX,LYXOR DAX DR,France,FP,EUR,ETP,PA,DAX,None
56,FR0011871110,PUST,LYXOR PEA NASDAQ 100,France,FP,EUR,ETP,PA,XNDXNNR,None
57,IE00B4WXJJ64,EUNH,ISHARES CORE EURO GOVT BOND,Germany,GY,EUR,ETP,XETRA,LEATTREU,Semi-Anl
58,LU1829221024,UST,LYXOR NASDAQ 100-ACC,Italy,IM,EUR,ETP,MI,XNDXNNR,Annual
59,FR0010717124,C4S,AMUNDI ETF SHORT CAC 40 DAIL,France,FP,EUR,ETP,PA,CACSH,None
60,IE00B4K48X80,IMAE,ISHARES CORE MSCI EUROPE ACC,The Netherlands,NA,EUR,ETP,AS,MSDEE15N,None
61,IE00BKX55S42,VERX,VANG FTSE DEX EURD,United Kingdom,LN,GBP,ETP,LSE,AWNT05EU,Quarter
62,FR0011871128,PSP5,LYXOR PEA S&P500,France,FP,EUR,ETP,PA,SPTR500N,None
63,FR0013412285,PE500,AMUNDI PEA SP500 UCITS ETF,France,FP,EUR,ETP,PA,SPTR500N,None
64,LU1829221024,UST,LYXOR NASDAQ 100-ACC,Italy,IM,EUR,ETP,MI,XNDXNNR,Annual
65,FR0013412269,PANX,AMUNDI PEA NASDAQ UCITS ETF,France,FP,EUR,ETP,PA,XNDXNNR,None
66,IE00B52VJ196,IESE,ISHARES MSCI EUROPE SRI,The Netherlands,NA,EUR,ETP,AS,NE727461,None
67,IE00BYTRRB94,WHEA,SPDR WORLD HEALTH CARE,United Kingdom,LN,USD,ETP,LSE,NU731553,None
68,LU1681046261,CB3,AMUNDI GOVT BOND EUROMTS,France,FP,EUR,ETP,PA,EMIGG5,None
69,IE00B0M63177,IEEM,ISHARES MSCI EM,United Kingdom,LN,GBp,ETP,LSE,NDUEEGF,Quarter
70,FR0010424143,BXX,LYXOR EURSTX 50 D -2X INVERS,France,FP,EUR,ETP,PA,SX5T2S,None
71,FR0010755611,CL2,AMUNDI ETF LEVERAGED MSCI US,France,FP,EUR,ETP,PA,M00UUS02,None
72,FR0000021842,BEL,LYXOR BEL 20 TR DR UCITS ETF,Belgium,BB,EUR,ETP,BR,BELPRX,Semi-Anl
73,IE00B3ZW0K18,IUSE,ISHARES S&P 500 EUR-H,United Kingdom,LN,EUR,ETP,LSE,SPXUXEN,None
74,LU0908500753,MEUD,LYXOR CORE EURSTX 600 DR,France,FP,EUR,ETP,PA,SXXR,#N/A N/A
75,NL0011683594,TDIV,VANECK DEV MKT DVD LEADERS,The Netherlands,NA,EUR,ETP,AS,MSDMDLGE,Quarter
76,IE00B52MJY50,CPXJ,ISHARES CORE MSCI PACIF X-JP,United Kingdom,LN,USD,ETP,LSE,NDDUPFXJ,None
77,LU0832435464,LVO,LYXOR S&P500 VIX FTURES ER,Italy,IM,EUR,ETP,MI,SPVIXETR,#N/A N/A
78,LU1681045370,AEEM,AMUNDI MSCI EMERG MARK,France,FP,EUR,ETP,PA,NDUEEGF,None
79,LU1940199711,ESGE,LYXOR MSCI EUR ESG LEADERS,France,FP,EUR,ETP,PA,NE700717,None
80,LU0959211243,SP5H,LYXOR S&P 500-D-HEDGED,France,FP,EUR,ETP,PA,SPXDHEN,Semi-Anl
81,LU1598691050,BTP13,LYXOR EUROMTS 1-3Y IT BTP GV,Italy,IM,EUR,ETP,MI,FMMPITA5,Irreg
82,IE00B6X2VY59,IRCP,ISHARES EURO CORP BND IR-H,United Kingdom,LN,EUR,ETP,LSE,BRDHTREU,Semi-Anl
83,IE0032077012,EQQQ,INVESCO NASDAQ-100 DIST,United Kingdom,LN,GBp,ETP,LSE,XNDXNNR,Quarter
84,IE00B1FZS798,IDTM,ISHARES USD TREASURY 7-10Y,United Kingdom,LN,USD,ETP,LSE,IDCOT74,Semi-Anl
85,IE00B0M63284,IPRP,ISHARES EUROPE PRPRTY YIELD,The Netherlands,NA,EUR,ETP,AS,TENDPNE,3x a yr
86,IE00B3YLTY66,IMIE,SPDR ACWI IMI,Italy,IM,EUR,ETP,MI,MIMUAWON,None
87,IE00B14X4Q57,IBGS,ISHARES EUR GOVT 1-3YR,Italy,IM,EUR,ETP,MI,BCEX6T,Irreg
88,NL0010273801,TAT,VANECK EUR SVRN CAP AAA-AA,The Netherlands,NA,EUR,ETP,AS,IBXXS15T,Quarter
89,LU0629459743,UIMM,UBS ETF MSCI WORLD SRI,Germany,GY,EUR,ETP,XETRA,NU734908,Semi-Anl
90,LU0629460675,UIMR,UBS ETF MSCI EMU SRI,Germany,GR,EUR,ETP,XETRA,NE734914,Semi-Anl
91,IE00B14X4M10,IDNA,ISHARES MSCI NORTH AMERICA,United Kingdom,LN,USD,ETP,LSE,NDDUNA,Quarter
92,FR0011550672,ETZD,BNP P STOXX EUROPE 600 ETF,France,FP,EUR,ETP,PA,SXXR,Annual
93,JE00B1VS3002,PHPD,WT PHYSICAL PALLADIUM,Italy,IM,EUR,ETP,MI,PLDMLNPM,None
94,LU0496786574,SP5,LYXOR S&P 500,France,FP,EUR,ETP,PA,SPTR500N,Semi-Anl
95,IE0032523478,IBCX,ISHARES EURO CORP LARGE CAP,United Kingdom,LN,EUR,ETP,LSE,IBXXELAT,Quarter
96,IE00B02KXK85,FXC,ISHARES CHINA LARGE CAP,United Kingdom,LN,GBp,ETP,LSE,TXIN0UNU,Quarter
97,FR0010757781,C5S,AMUNDI ETF SHORT EURO STOXX,France,FP,EUR,ETP,PA,SX5TS,None
98,IE00B4X9L533,HMWD,HSBC MSCI WORLD UCITS ETF,United Kingdom,LN,USD,ETP,LSE,NDDUWI,Quarter
99,IE00BZ163M45,VDTY,VANGU USDTRBD USDD,United Kingdom,LN,USD,ETP,LSE,BUTFTRUU,Monthly
100,FR0013412020,PAEEM,AMUNDI PEA MSCI EM UCITS ETF,France,FP,EUR,ETP,PA,NDUEEGF,None
101,NL0011376074,TNAE,VANECK NTH AMER EQ WT ETF,The Netherlands,NA,EUR,ETP,AS,MSEGNWGE,Quarter
102,IE00B0M62X26,IBCI,ISHARES EURO INFL-LKD GOVT,Germany,GY,EUR,ETP,XETRA,BEIG1T,None
103,IE00B579F325,SGLD,INVESCO PHYSICAL GOLD ETC,United Kingdom,LN,USD,ETP,LSE,GOLDLNPM,None
104,IE00B0M62S72,IDVY,ISHARES EURO DIVIDEND,The Netherlands,NA,EUR,ETP,AS,SD3T,Quarter
105,FR0013380607,CACC,LYXOR CAC 40,France,FP,EUR,ETP,PA,CACR,None
106,FR0010791194,C2U,AMUNDI ETF SHORT MSCI USA DA,France,FP,EUR,ETP,PA,M2USSHRT,None
107,NL0010731816,TEET,VANECK EUROPEAN EQ WT ETF,The Netherlands,NA,EUR,ETP,AS,TGLOTETR,Quarter
108,LU1681048804,500,AMUNDI S&P 500 UCITS ETF,France,FP,EUR,ETP,PA,SPTR500N,None
109,IE00B466KX20,EMAD,SPDR EM ASIA,United Kingdom,LN,USD,ETP,LSE,NDUEEGFA,None
110,LU0908500753,MEUD,LYXOR CORE EURSTX 600 DR,France,FP,EUR,ETP,PA,SXXR,#N/A N/A
111,FR0011550185,ESE,BNP P S&P 500 UCITS ETF,France,FP,EUR,ETP,PA,SPTR500N,None
112,IE00BYYR0B57,VVAL,VANG GLBLVAL USDA,Italy,IM,EUR,ETP,MI,#N/A Field Not Applicable,None
113,NL0009272772,NTM,VANECK BALANCED ALLOCATION,The Netherlands,NA,EUR,ETP,AS,TTMTINL,Quarter
114,IE00BYTRR863,WNRG,SPDR WORLD ENERGY,United Kingdom,LN,USD,ETP,LSE,NU731551,None
115,IE00BKT6FV49,SJPE,ISHARES CORE MSCI JP - EURHA,The Netherlands,NA,EUR,ETP,AS,MIMUJPNN,None
116,FR0010315770,WLD,LYXOR MSCI WORLD,France,FP,EUR,ETP,PA,NDDUWI,Semi-Anl
117,LU1681040819,US1,AMUNDI US TREASURY 1-3 ETF,France,FP,USD,ETP,PA,ITRR1T3,#N/A N/A
118,IE00B57X3V84,IGSU,ISHARES GLOBAL SUST SCREENED,United Kingdom,LN,USD,ETP,LSE,DJSWEX4R,None
119,IE00BJK55C48,EHYA,ISHARES EUR HY CORP ESG EURA,The Netherlands,NA,EUR,ETP,AS,I35046EU,None
120,NL0009690247,TCBT,VANECK EUR CORP ETF,The Netherlands,NA,EUR,ETP,AS,IB8A,Quarter
121,LU0908501058,MFED,LYXOR CORE EURSTX300 DR,France,FP,EUR,ETP,PA,SXXT,None
122,LU1681047236,C50,AMUNDI EURO STOXX 50 ETF DR,France,FP,EUR,ETP,PA,SX5T,#N/A N/A
123,IE00B5M1WJ87,SPYW,SPDR EUR DIV ARISTOCRATS,Germany,GY,EUR,ETP,XETRA,SPEUHDAN,Semi-Anl
124,LU1681038243,ANX,AMUNDI NASDAQ 100-EUR,France,FP,EUR,ETP,PA,XNDXNNR,None
125,IE00B1TXHL60,IPRV,ISHARES LISTED PRIVATE EQY,United Kingdom,LN,GBp,ETP,LSE,SPLPEQNT,Semi-Anl
126,NL0009690254,TGBT,VANECK EUR SVRN DIV 1-10 ETF,The Netherlands,NA,EUR,ETP,AS,IES11TR,Irreg
127,IE00B3CNHG25,AUCO,L&G GOLD MINING UCITS ETF,Italy,IM,EUR,ETP,MI,LGIMGMNR,None
128,FR0010424135,BSX,LYXOR EURSTX50 DAILY-1X,France,FP,EUR,ETP,PA,SX5TS,None
129,LU1681044480,AASI,AMUNDI MSCI EM ASIA UCITS ET,France,FP,EUR,ETP,PA,NDUEEGFA,None
130,LU0533033667,TNOW,LYXOR MSCI WORLD IT,Italy,IM,EUR,ETP,MI,NDWUIT,None
131,IE00B1FZSC47,IDTP,ISHARES USD TIPS,United Kingdom,LN,USD,ETP,LSE,BCIT1T,None
132,IE00BYPC1H27,CNYB,ISHARES CHINA CNY BOND USD-D,The Netherlands,NA,USD,ETP,AS,I32561US,Semi-Anl
133,IE00BYPLS672,USPY,L&G CYBER SECURITY UCITS ETF,United Kingdom,LN,USD,ETP,LSE,HURNTR,None
134,IE00B1FZS350,IDWP,ISHARES DVL MKT PROPERTY YLD,United Kingdom,LN,USD,ETP,LSE,TENGDNU,Quarter
135,IE00B9F5YL18,VAPX,VANG FTSEAPXJ USDD,United Kingdom,LN,GBP,ETP,LSE,TAWNT09U,Quarter
136,IE00BC7GZW19,SYBD,SPDR BBG 0-3 EURO CORPORATE,Germany,GY,EUR,ETP,XETRA,BRC3TREU,Semi-Anl
137,IE00B0M63730,IFFF,ISHR MSCI AC FAR EAST  X-JP,United Kingdom,LN,GBp,ETP,LSE,NDEUCFEX,Quarter
138,LU1834986900,HLT,LYXOR EURSTX600 HEALTHCARE,France,FP,EUR,ETP,PA,SXDR,Irreg
139,IE00B95PGT31,VJPN,VANG FTSE JPN USDD,United Kingdom,LN,GBP,ETP,LSE,TWIJPNTU,Quarter
140,IE00B3T9LM79,SYBC,SPDR BBG EURO CORPORATE,Germany,GY,EUR,ETP,XETRA,LECPTREU,Semi-Anl
141,LU1681042864,CU2,AMUNDI MSCI USA-EUR,France,FP,EUR,ETP,PA,MSDEUSN,None
142,LU1834988518,TNO,LYXOR EURSTX600 TECHNLG,France,FP,EUR,ETP,PA,SX8R,Irreg
143,JE00B588CD74,SGBS,WT PHYSICAL SWISS GOLD,United Kingdom,LN,USD,ETP,LSE,GOLDLNPM,None
144,FR0010754135,C13,AMUNDI ETF GOVT BOND EUROMTS,France,FP,EUR,ETP,PA,EMIGA5,None
145,NL0009272780,TOF,VANECK GROWTH ALLOCATION,The Netherlands,NA,EUR,ETP,AS,TTMTIOF,Quarter
146,IE00B1FZS681,IBGX,ISHARES EURO GOVT 3-5Y,Italy,IM,EUR,ETP,MI,BCEX2T,Irreg
147,LU1437018168,ECRP,AMUNDI IEACS-UCITS ETF DR,France,FP,EUR,ETP,PA,I35570EU,None
148,LU1681046691,AM3A,AMUNDI GOVT BOND HIGHEST ETF,France,FP,EUR,ETP,PA,EM3AG5,#N/A N/A
149,IE00BKS2X317,FSOV,FIRST TRUST LOW DUR G G BOND,The Netherlands,NA,EUR,ETP,AS,#N/A Field Not Applicable,Quarter
150,IE00B3FH7618,IEGE,ISHARES EURO GOVT 0-1YR,Italy,IM,EUR,ETP,MI,LA09TREU,Irreg
151,IE0032895942,LQDE,ISHARES USD CORP BOND USD D,United Kingdom,LN,USD,ETP,LSE,IBOXIG,Quarter
152,FR0010150458,E40,BNP P CAC 40 UCITS ETF,France,FP,EUR,ETP,PA,CACR,Annual
153,IE00B14X4T88,IDAP,ISHARES ASIA PAC DIVIDEND,United Kingdom,LN,USD,ETP,LSE,DJAPSDT,Quarter
154,IE00B1FZS806,IBGM,ISHARES EURO GOVT 7-10YR,Italy,IM,EUR,ETP,MI,BCEX4T,Semi-Anl
155,LU1686832194,MTH,LYXOR EUR GOV BOND 25+Y DR,France,FP,EUR,ETP,PA,I35202EU,None
156,IE0005042456,ISF,ISHARES CORE FTSE 100,United Kingdom,LN,GBp,ETP,LSE,UKXNUK,Quarter
157,LU1681040900,AFLT,AMUNDI FLOAT RATE USD CORP,France,FP,USD,ETP,PA,IBXXFRN3,None
158,LU1048313891,MSRUSA,UBS ETF MSCI EMERG. MAR. SRI,Switzerland,SW,USD,ETP,SW,NU734917,Semi-Anl
159,FR0010754127,CI3,AMUNDI ETF EURO INFLATION UC,Italy,IM,EUR,ETP,MI,GBB0VMH7,None
160,FR0007056841,DJE,LYXOR DJ INDUSTRIAL AVERAG,Italy,IM,EUR,ETP,MI,DJINR,Semi-Anl
161,IE00B14X4N27,IEUX,ISHARES MSCI EUROPE EX-UK,United Kingdom,LN,GBp,ETP,LSE,MSDE15XN,Quarter
162,IE00BWBXM948,SXLK,SPDR S&P US TECH SELECT,United Kingdom,LN,USD,ETP,LSE,SPSDTUN,None
163,IE00BCRY5Y77,SDIG,ISHARES USD SHORT DUR USD D,United Kingdom,LN,USD,ETP,LSE,IBXXSIG1,Quarter
164,LU1834983477,BNK,LYXOR EURSTX600 BANKS,France,FP,EUR,ETP,PA,SX7R,Irreg
165,IE00B3VWN393,CBU7,ISHARES USD TREASURY 3-7YR,United Kingdom,LN,USD,ETP,LSE,IDCOT34,None
166,FR0010524777,NRJ,LYXOR NEW ENERGY DR,France,FP,EUR,ETP,PA,WAEXC,Annual
167,IE00B3DKXQ41,IEAG,ISHARES EURO AGGREGATE,The Netherlands,NA,EUR,ETP,AS,LBEATREU,Semi-Anl
168,FR0013041530,ESEH,BNP P S&P 500 UCITS ETF,France,FP,EUR,ETP,PA,SPTR500N,None
169,FR0010754200,C3M,AMUNDI ETF GOVIES 0-6 MONTHS,France,FP,EUR,ETP,PA,EMTT6CC,None
170,FR0011869387,PRUS,LYXOR PEA MSCI RUSSIA IMI S,France,FP,EUR,ETP,PA,NU716854,None
171,IE00BFY0GT14,SWRD,SPDR MSCI WORLD ACC,United Kingdom,LN,USD,ETP,LSE,NDDUWI,None
172,LU1829219390,BNKE,LYXOR EURO STOXX BANKS DR,France,FP,EUR,ETP,PA,SX7T,None
173,IE00BKX55T58,VEVE,VANG FTSE DW USDD,United Kingdom,LN,GBP,ETP,LSE,AWNT04U,Quarter
174,LU0533033238,HLTW,LYXOR MSCI WORLD HEALTHCARE,Italy,IM,EUR,ETP,MI,NDWUHC,None
175,FR0010527275,WAT,LYXOR WORLD WATER DR,France,FP,EUR,ETP,PA,WOWAXC,Annual
176,IE00B02KXH56,IJPN,ISHARES MSCI JAPAN,Italy,IM,EUR,ETP,MI,NDDUJN,Semi-Anl
177,IE00B1FZS574,ITKY,ISHARES MSCI TURKEY,United Kingdom,LN,GBp,ETP,LSE,NDEUTUR,Semi-Anl
178,FR0011770775,PEAP,LYXOR PEA PME,France,FP,EUR,ETP,PA,CACPG,Annual
179,IE00B1FZS467,INFR,ISHARES GLBL INFRASTRUCTURE,Italy,IM,EUR,ETP,MI,FGCIITU,Quarter
180,IE00B02KXL92,IQQM,ISHARES EURO STOXX MID CAP,Germany,GY,EUR,ETP,XETRA,MCXT,Quarter
181,FR0010717090,CD8,AMUNDI ETF MSCI EMU HIGH DIV,France,FP,EUR,ETP,PA,M4EMHDVD,None
182,LU0908501058,MFED,LYXOR CORE EURSTX300 DR,France,FP,EUR,ETP,PA,SXXT,None
183,IE00BFXR7892,KWEB,KRANESHARES CSI CHINA INTRNT,United Kingdom,LN,USD,ETP,LSE,H11137,None
184,NL0009272764,DTM,VANECK CONSERVATIVE ALLOC,The Netherlands,NA,EUR,ETP,AS,TTMTIDF,Quarter
185,FR0013346681,OBLI,LYXOR PEA OBLIGATIONS D'ETAT,France,FP,EUR,ETP,PA,FMMPIEG5,None
186,FR0013412038,PCEU,AMUNDI PEA EUROPE UCITS ETF,France,FP,EUR,ETP,PA,MSDEE15N,None
187,LU1812092168,SEL,LYXOR STX600 SELCT DIV 30,France,FP,EUR,ETP,PA,SD3R,Semi-Anl
188,IE00B02KXM00,DJSC,ISHARES EURO STOXX SMALL CAP,Italy,IM,EUR,ETP,MI,SCXT,Quarter
189,IE00BYTRRG40,WTEL,SPDR MSCI WORLD COMMUNICATIO,The Netherlands,NA,EUR,ETP,AS,NU731555,None
190,FR0011440478,PLEM,LYXOR PEA MSCI EM MARKETS,France,FP,EUR,ETP,PA,NDUEEGF,None
191,IE00BYYR0C64,VMVL,VANG GLMINVO USDHA,Germany,GR,EUR,ETP,XETRA,#N/A Field Not Applicable,#N/A N/A
192,LU1681047079,C4D,AMUNDI CAC 40 UCITS,France,FP,EUR,ETP,PA,CAC,Irreg
193,LU1861138961,EMSRI,AMUNDI INDEX MSCI EMER MKTSM,France,FP,EUR,ETP,PA,MXEFSXNU,None
194,IE00BZ163L38,VEMT,VANG USDEMGVB USDD,United Kingdom,LN,GBP,ETP,LSE,BESQTRUU,Monthly
195,LU1287023185,EM710,LYXOR EUR GOV BOND 7-10Y DR,Italy,IM,EUR,ETP,MI,I35199EU,None
196,FR0011882364,AWAT,LYXOR PEA WRLD WATER,France,FP,EUR,ETP,PA,WOWAXC,None
197,IE00BYTRRC02,WIND,SPDR WORLD INDUSTRIALS,The Netherlands,NA,EUR,ETP,AS,NU731556,None
198,IE00B4L5YC18,IEMA,ISHARES MSCI EM ACC,United Kingdom,LN,USD,ETP,LSE,NDUEEGF,None
199,FR0013412012,PAASI,AMUNDI PEA EM ASIA UCITS ETF,France,FP,EUR,ETP,PA,NDUEEGFA,None
200,LU1215461085,CBSUS,UBS ETF BM US LIQ. C. SUST.U,Italy,IM,EUR,ETP,MI,BLQ5TRUU,Semi-Anl
201,IE00B53QG562,SXR7,ISHARES CORE MSCI EMU EUR A,Germany,GY,EUR,ETP,XETRA,M7EM,None
202,LU1481202692,JBEM,BNP BBG BARCL EU AGG TR ETF,France,FP,EUR,ETP,PA,LEATTREU,None
203,IE0008470928,EUNA,ISHARES STOXX EUROPE 50,The Netherlands,NA,EUR,ETP,AS,SX5R,Quarter
204,LU1681049018,500U,AMUNDI S&P 500 UCITS ETF,France,FP,USD,ETP,PA,SPTR500N,None
205,IE00BYTRR640,WCOD,SPDR WORLD CON DISCRETIONRY,The Netherlands,NA,EUR,ETP,AS,NU731558,None
206,FR0012739431,ETDD,BNP P EURO STOXX 50 UCITS,France,FP,EUR,ETP,PA,SX5T,None
207,IE00B44T3H88,HMCH,HSBC MSCI CHINA UCITS ETF,United Kingdom,LN,GBp,ETP,LSE,NDEUCHF,Semi-Anl
208,LU1829219390,BNKE,LYXOR EURO STOXX BANKS DR,France,FP,EUR,ETP,PA,SX7T,None
209,IE00BYTRR756,WCOS,SPDR WORLD CON STAPLES,United Kingdom,LN,USD,ETP,LSE,NU731557,None
210,IE00B0M63516,IBZL,ISHARES MSCI BRAZIL,United Kingdom,LN,GBp,ETP,LSE,NDUEBRAF,Quarter
211,NL0000235190,AIR,AIRBUS SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
212,FR0000120271,TTE,TOTALENERGIES SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Quarter
213,FR0010397232,ALNOV,NOVACYT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,#N/A N/A
214,FR0000130809,GLE,SOCIETE GENERALE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
215,FR0000131104,BNP,BNP PARIBAS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
216,FR0000131906,RNO,RENAULT SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
217,FR0000031122,AF,AIR FRANCE-KLM,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
218,FR0000045072,ACA,CREDIT AGRICOLE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
